course_name,course_type,course_credit_hours,course_days_of_the_week,course_start_time,course_end_time,course_instructor,course_location,course_max_enroll,course_enrolled,course_remained,course_department,course_start_date,course_end_date,semester,course_crn,course_level,course_section,short_name,full_name,description,raw_precoreqs,offer_frequency,prerequisites,corequisites
STATS FOR MANGRL DECISION MKNG,LEC,3,R,9:00AM,11:50AM,Nevo,,0,16,-16,MGMT,2020-08-28,2020-12-21,FALL 2020,27401,6100,01,MGMT-6100,Statistics for Managerial Decision-Making,"This course develops an understanding of concepts in business statistics and focuses on application of concepts in problem-solving situations. In particular, students learn to present and describe data, analyze probability distributions, make statistical inferences based on data samples, and develop basic models for prediction and forecasting.",,Fall term annually.,[],[]
STATS FOR MANGRL DECISION MKNG,LEC,3,M,9:00AM,11:50AM,Nevo,,65,23,42,MGMT,2020-08-28,2020-12-21,FALL 2020,27867,6100,02,MGMT-6100,Statistics for Managerial Decision-Making,"This course develops an understanding of concepts in business statistics and focuses on application of concepts in problem-solving situations. In particular, students learn to present and describe data, analyze probability distributions, make statistical inferences based on data samples, and develop basic models for prediction and forecasting.",,Fall term annually.,[],[]
INFORMATION SYS FOR MGMT,,3,M,6:00PM,8:50PM,Ravichandr,,40,4,36,MGMT,2020-08-28,2020-12-21,FALL 2020,30277,6140,01,MGMT-6140,Information Systems for Management,"Analyzes the use of information and communications technology to improve performance and to achieve organizational goals. Examines information systems in sales, marketing, finance, and operations. Provides a framework for understanding and evaluating IS contributions to product services and managerial effectiveness. Focuses upon implementation of information technology as a strategic weapon for productivity and competitive advantage. Lectures, case discussion, projects, and technical supplements.",,Spring term annually.,[],[]
INTRO TO ACCT & FIN MGMT,LEC,3,R,6:00PM,8:50PM,Wu,,54,23,31,MGMT,2020-08-28,2020-12-21,FALL 2020,27871,6190,01,MGMT-6190,Introduction to Accounting and Financial Management,"This course introduces accounting and financial management to first-semester M.S. students. The interpretation and preparation of basic financial statements such as the balance sheet and income statement are introduced along with relevant regulation and practice. In addition, the course introduces the student to basic financial concepts and techniques such as time value, risk, equilibrium asset pricing models, capital budgeting, cost of capital, and capital structure and discusses their applications in practice.",,Fall term annually.,[],[]
FINANCL TRADING AND INVESTING,LEC,3,R,12:00PM,2:50PM,Shohfi,,30,4,26,MGMT,2020-08-28,2020-12-21,FALL 2020,27002,6240,01,MGMT-6240,Financial Trading and Investing,"This course introduces interactive trading in financial instruments. Students learn the principles of asset price discovery through real-time trading in a variety of markets, including equities, bonds, options, derivatives. Topics addressed include asset valuation, portfolio management and risk management in the context of real-time trading of financial instruments. The course uses the facilities of the Lally School's Virtual Trading Room. Students will work in teams of two in many trading assignments.",MGMT 6020 and MGMT 6030 or permission of instructor.,Fall term annually.,"['MGMT-6020', 'MGMT-6030']","['MGMT-6020', 'MGMT-6030']"
DERIVATIVES MARKETS,LEC,3,T,9:00AM,11:50AM,Gupta,,45,2,43,MGMT,2020-08-28,2020-12-21,FALL 2020,27702,6370,01,MGMT-6370,"Options, Futures, and Derivatives Markets","The purpose of this course is to provide an introduction to second generation financial instruments including forward and futures contracts, options, futures options, and swaps on a variety of underlying instruments including fixed income securities. The fixed income markets will be integrated with the discussion of IRDs (interest rate derivatives).",MGMT 6020 Financial Management I or permission of the instructor.,Fall and spring terms annually.,['MGMT-6020'],['MGMT-6020']
FINANCIAL ECONOMETRICS MODEL,LEC,3,T,6:00PM,8:50PM,Garcia,,0,0,0,MGMT,2020-08-28,2020-12-21,FALL 2020,30129,6400,01,MGMT-6400,Financial Econometrics Modeling,"This course addresses financial modeling as an empirical activity. Several key issues and assumptions of finance are addressed through empirical modeling. Topics may include asset pricing, event studies, exchange rate movements, term structure of interest rates, and international linkages among financial markets. Computers are used extensively both in and out of class.",MGMT 6100 Statistics for Managerial Decision Making.,Spring term annually.,['MGMT-6100'],['MGMT-6100']
ADV QUANT METHODS FOR BUSINESS,LEC,3,W,6:00PM,8:50PM,Staff,,0,2,-2,MGMT,2020-08-28,2020-12-21,FALL 2020,28688,6460,01,MGMT-6460,Advanced Quantitative Methods for Business,"This course is designed to provide the student with an understanding of how quantitative models, methods, algorithms, and computational techniques can be used to solve both services and manufacturing enterprise problems. Students will investigate how to apply optimization methods using a hands-on implementation approach.",,Fall term annually.,[],[]
ADV QUANT METHODS FOR BUSINESS,LEC,3,M,6:00PM,8:50PM,Staff,,55,20,35,MGMT,2020-08-28,2020-12-21,FALL 2020,29767,6460,02,MGMT-6460,Advanced Quantitative Methods for Business,"This course is designed to provide the student with an understanding of how quantitative models, methods, algorithms, and computational techniques can be used to solve both services and manufacturing enterprise problems. Students will investigate how to apply optimization methods using a hands-on implementation approach.",,Fall term annually.,[],[]
COMP ADVANT & OPERATIONS STRAT,,3,F,12:00PM,2:50PM,McDermott,,6,6,0,MGMT,2020-08-28,2020-12-21,FALL 2020,27869,6490,01,MGMT-6490,Competitive Advantage and Operations Strategy,This course includes topics such as manufacturing as a competitive weapon; management of quality; manufacturing technology implementation; strategic impact of advanced manufacturing technologies; and manufacturing’s role in new product development.,,Fall term annually.,[],[]
FINANCIAL MODELING,LEC,3,T,2:00PM,4:50PM,Edirisingh,,65,8,57,MGMT,2020-08-28,2020-12-21,FALL 2020,27870,6520,01,MGMT-6520,Financial Modeling,"This course introduces quantitative analysis for financial markets and instruments. The course covers applications of linear math to hedging and valuation, applications of calculus to valuation and risk analysis, introduces differential equations and their applications to hedging and valuation and introduces stochastic processes in a financial markets context. Course coverage will also extend to portfolio analysis and standard equilibrium asset pricing models.",MGMT 6510 or permission of instructor.,Fall term annually.,['MGMT-6510'],['MGMT-6510']
MARKETING RESEARCH,LEC,3,MR,12:00PM,1:20PM,Jain,,25,2,23,MGMT,2020-08-28,2020-12-21,FALL 2020,28777,6550,01,MGMT-6550,Marketing Research,"Marketing strategy decisions are developed in the framework of many case studies. Marketing research techniques, including questionnaire development and data analysis, are introduced and utilized in a team project.",MGMT 6100 or permission of instructor.,Fall term annually.,['MGMT-6100'],['MGMT-6100']
INTRO TO MACHINE LEARNING APPS,LEC,3,MR,4:00PM,5:20PM,Kuruzovich,,55,21,34,MGMT,2020-08-28,2020-12-21,FALL 2020,28687,6560,01,MGMT-6560,Introduction to Machine Learning Applications,"""The widespread proliferation of IT-influenced economic activity leaves behind a rich trail of micro-level data, enabling organizations to use analytics and experimentation in both strategy and operations. This course provides a hands-on introduction to the concepts, methods, and processes for machine learning from data, the foundation of artificial intelligence. Students will learn how to manipulate data and apply machine learning models to business context."" They will also learn how to obtain data and draw business inferences from data by asking the right questions and using the appropriate tools.",Students cannot receive credit for both MGMT 4190 and MGMT 6560.,Spring term annually.,"['MGMT-4190', 'MGMT-6560']","['MGMT-4190', 'MGMT-6560']"
INTRO TO MACHINE LEARNING APPS,LEC,3,MR,4:00PM,5:20PM,Manikonda,,50,11,39,MGMT,2020-08-28,2020-12-21,FALL 2020,29754,6560,02,MGMT-6560,Introduction to Machine Learning Applications,"""The widespread proliferation of IT-influenced economic activity leaves behind a rich trail of micro-level data, enabling organizations to use analytics and experimentation in both strategy and operations. This course provides a hands-on introduction to the concepts, methods, and processes for machine learning from data, the foundation of artificial intelligence. Students will learn how to manipulate data and apply machine learning models to business context."" They will also learn how to obtain data and draw business inferences from data by asking the right questions and using the appropriate tools.",Students cannot receive credit for both MGMT 4190 and MGMT 6560.,Spring term annually.,"['MGMT-4190', 'MGMT-6560']","['MGMT-4190', 'MGMT-6560']"
ADV DATA RESOURCE MANAGEMENT,LEC,3,MR,2:00PM,3:20PM,Demertzogl,,25,5,20,MGMT,2020-08-28,2020-12-21,FALL 2020,29712,6570,01,MGMT-6570,Advanced Data Resource Management,"The primary objective of this course is to introduce the multifaceted role of data as a resource of the organization, in three ways. First, it examines the role of data at the operational, tactical, and strategic levels of the organization. Second, it provides students with knowledge and hands on training of technologies that manipulate data, including  structured query language (SQL), extraction transformation and loading tools (ETL), data warehousing (DW), online analytical processing (OLAP), and data mining (DM). The course exposes students to big data management techniques. Finally, the course provides students the theory and hands on training to understand the transformation of data to information.",,Fall term annually.,[],[]
